appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,initialprice,languages,genre,ccu,tags,Casual,NaN,Action,Accounting,Early Access,Utilities,Indie,Web,Development,Simulation,RPG,Strategy,Free to Play,Adventure,Movie,Violent,Animation & Modelling,Design & Illustration,Racing,Photo Editing,Video Production,MMO,Software,Audio,Sports,Education,has_multiplayer,has_dlc,Developer_score
241320,Ittle Dew,Ludosity,Ludosity,,1098,88,"100,000 .. 200,000",196,0,999,"English, French, German, Hungarian, Polish, Russian, Italian, Spanish - Spain, Japanese, Portuguese, Swedish","Adventure, Indie",3,"{'Adventure': 133, 'Indie': 119, 'Puzzle': 103, 'Female Protagonist': 87, 'Cute': 61, 'Comedy': 46, '2D': 39, 'Exploration': 29, 'Funny': 29, 'Singleplayer': 26, 'Top-Down': 24, 'Great Soundtrack': 23, 'Cartoony': 21, 'Action': 16, 'RPG': 14, 'Short': 14, 'Sokoban': 11, 'Fantasy': 9}",False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
241410,CastleStorm,Zen Studios,Zen Studios,,1291,155,"100,000 .. 200,000",614,0,999,"English, German, French, Italian, Spanish - Spain, Hungarian, Japanese, Russian","Action, Indie, Strategy",2,"{'Indie': 159, 'Funny': 154, 'Action': 152, 'Destruction': 149, 'Tower Defense': 147, 'Strategy': 139, 'Fantasy': 90, 'Casual': 89, 'Co-op': 83, 'Singleplayer': 79, 'Local Multiplayer': 78, 'Medieval': 74, 'Comedy': 70, '2D': 68, 'Local Co-Op': 66, 'Multiplayer': 63, 'Split Screen': 59, 'Arcade': 55, 'Physics': 54, 'RTS': 49}",True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
241560,The Crew,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,,10320,4693,"500,000 .. 1,000,000",2438,0,2999,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish","Action, Massively Multiplayer, Racing",37,"{'Racing': 1553, 'Open World': 1006, 'Multiplayer': 740, 'Driving': 630, 'Co-op': 574, 'Massively Multiplayer': 511, 'Automobile Sim': 507, 'America': 479, 'Offroad': 432, 'Action': 343, 'Online Co-Op': 309, 'Atmospheric': 288, 'Arcade': 266, 'Simulation': 242, 'Singleplayer': 236, 'First-Person': 220, 'Sandbox': 159, 'Great Soundtrack': 159, 'Team-Based': 157, 'RPG': 144}",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,AAA
241600,Rogue Legacy,Cellar Door Games,Cellar Door Games,,16109,1134,"1,000,000 .. 2,000,000",944,0,1499,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese","Action, Adventure, Indie, RPG",104,"{'Roguevania': 2052, 'Platformer': 1804, 'Rogue-like': 1708, 'Action Roguelike': 1040, 'Indie': 1028, 'Action': 561, 'Rogue-lite': 518, '2D': 516, 'Singleplayer': 513, 'Metroidvania': 470, 'RPG': 464, 'Pixel Graphics': 314, 'Side Scroller': 268, 'Fantasy': 233, 'Controller': 231, 'Addictive': 214, 'Adventure': 213, 'Medieval': 206, 'Exploration': 204, 'Difficult': 186}",False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
241620,Inquisitor,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",,410,194,"100,000 .. 200,000",56,0,999,"English, Czech, Spanish - Spain, French, Italian","Indie, RPG",6,"{'RPG': 84, 'Indie': 45, 'Isometric': 45, 'Dark Fantasy': 34, 'Singleplayer': 25, 'Fantasy': 20, 'Story Rich': 16, 'Medieval': 14, 'Action RPG': 10, 'CRPG': 10, 'Difficult': 6, 'Gore': 5, 'Violent': 5}",False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,AAA
241910,Goodbye Deponia,Daedalic Entertainment,Daedalic Entertainment,,1715,213,"200,000 .. 500,000",537,0,1999,"English, German, Russian, French, Polish, Italian, Spanish - Spain","Adventure, Indie",18,"{'Adventure': 161, 'Point & Click': 128, 'Comedy': 110, 'Singleplayer': 57, 'Indie': 56, 'Puzzle': 47, 'Funny': 42, 'Story Rich': 30, 'Hand-drawn': 20, 'Classic': 11, '2D': 11, 'Great Soundtrack': 10, 'Cult Classic': 10, 'Retro': 9, 'Steampunk': 8, ""1990's"": 7}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
241930,Middle-earth: Shadow of Mordor,Monolith Productions,"Warner Bros. Interactive Entertainment, Warner Bros. Games",,67322,5629,"2,000,000 .. 5,000,000",1200,39,999,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian",,669,"{'Open World': 1466, 'Action': 1384, 'Fantasy': 1092, 'Adventure': 1031, 'Third Person': 955, 'Stealth': 886, 'Singleplayer': 870, 'RPG': 824, 'Action RPG': 594, 'Assassin': 554, 'Hack and Slash': 533, 'Gore': 506, 'Parkour': 478, 'Story Rich': 431, 'Atmospheric': 431, 'Magic': 400, 'Dark Fantasy': 396, 'Lore-Rich': 384, 'Based On A Novel': 303, 'Sandbox': 266}",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242050,Assassin’s Creed IV Black Flag,Ubisoft Montreal,Ubisoft,,44562,5134,"5,000,000 .. 10,000,000",2474,512,3999,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Swedish, Simplified Chinese","Action, Adventure",877,"{'Pirates': 1606, 'Open World': 1407, 'Assassin': 1189, 'Action': 1185, 'Adventure': 1183, 'Stealth': 864, 'Third Person': 843, 'Parkour': 840, 'Naval': 826, 'Multiplayer': 750, 'Historical': 612, 'Story Rich': 510, 'Singleplayer': 439, 'Exploration': 371, 'Action-Adventure': 353, 'Naval Combat': 338, 'Atmospheric': 285, 'RPG': 226, 'Sandbox': 193, 'Mature': 188}",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242110,Joe Danger 2: The Movie,Hello Games,Hello Games,,219,152,"100,000 .. 200,000",229,0,1499,"English, German, French, Italian, Spanish - Spain, Japanese","Action, Casual, Indie, Racing",1,"{'Racing': 62, 'Indie': 52, 'Action': 48, 'Casual': 44, 'Controller': 16, 'Score Attack': 11, 'Platformer': 8, 'Local Multiplayer': 8, 'Funny': 7, 'Local Co-Op': 5}",True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,AAA
242130,Vector Thrust,TimeSymmetry,Iceberg Interactive,,341,341,"200,000 .. 500,000",202,0,2499,"English, German, Russian, Portuguese","Action, Indie, Simulation",3,"{'Action': 54, 'Simulation': 52, 'Indie': 42, 'Flight': 38, 'Arcade': 24, 'Multiplayer': 15, 'Singleplayer': 10, 'Shooter': 7}",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242530,The Chaos Engine,"Abstraction Games, The Bitmap Brothers",Rebellion,,237,127,"100,000 .. 200,000",90,0,999,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian",Action,0,"{'Action': 70, 'Retro': 24, 'Co-op': 22, 'Steampunk': 14, 'Top-Down': 13, 'Classic': 10, 'Shooter': 10, 'Singleplayer': 8, '2D': 7, 'Local Co-Op': 5}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242550,Rayman Legends,,Ubisoft,,5019,485,"200,000 .. 500,000",1397,0,2999,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish",,88,"{'Platformer': 418, 'Adventure': 269, 'Action': 229, 'Local Co-Op': 221, 'Great Soundtrack': 205, '2D': 194, 'Co-op': 139, '4 Player Local': 126, 'Controller': 125, 'Funny': 102, 'Local Multiplayer': 102, 'Fast-Paced': 90, 'Family Friendly': 89, 'Singleplayer': 86, 'Side Scroller': 85, 'Comedy': 84, 'Beautiful': 76, 'Music': 72, 'Difficult': 63, 'Atmospheric': 38}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242640,Styx: Master of Shadows,Cyanide Studio,"Cyanide Studio, Nacon",,6668,1392,"500,000 .. 1,000,000",305,0,1999,"English, French, Italian, German, Spanish - Spain, Russian",Action,61,"{'Stealth': 559, 'Fantasy': 328, 'Singleplayer': 299, 'Adventure': 272, 'Action': 272, 'Third Person': 248, 'RPG': 201, 'Assassin': 188, 'Parkour': 167, 'Steampunk': 143, 'Dark Fantasy': 133, 'Atmospheric': 123, 'Magic': 119, 'Story Rich': 110, 'Difficult': 93, 'Open World': 92, 'Great Soundtrack': 82, 'Indie': 58, 'Gore': 57, 'Multiplayer': 29}",False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242680,Nuclear Throne,Vlambeer,Vlambeer,,14765,568,"500,000 .. 1,000,000",1509,0,1199,English,"Action, Indie, RPG",184,"{'Action Roguelike': 534, 'Rogue-like': 516, 'Indie': 360, 'Pixel Graphics': 343, 'Difficult': 341, 'Bullet Hell': 324, 'Action': 299, 'Rogue-lite': 272, 'Top-Down Shooter': 238, 'Great Soundtrack': 206, 'Post-apocalyptic': 179, 'Shooter': 169, 'Local Co-Op': 161, 'Singleplayer': 144, 'Top-Down': 141, '2D': 140, 'Twin Stick Shooter': 126, 'Perma Death': 124, 'RPG': 117, 'Local Multiplayer': 84}",False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242700,Injustice: Gods Among Us Ultimate Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,,14536,2412,"1,000,000 .. 2,000,000",306,0,1999,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian",Action,48,"{'Fighting': 596, 'Superhero': 414, 'Action': 315, 'Multiplayer': 263, 'Comic Book': 191, 'Local Multiplayer': 163, 'Singleplayer': 146, 'Controller': 107, '2D Fighter': 103, ""Beat 'em up"": 85, 'Arcade': 82, '2.5D': 63, 'Competitive': 62, 'Story Rich': 60, 'Atmospheric': 30, '2D': 29, '3D Vision': 27, 'Great Soundtrack': 22, 'Gore': 17, 'Co-op': 16}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,,321238,16637,"5,000,000 .. 10,000,000",1633,294,1999,"English, French, German, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Italian, Spanish - Spain","Action, Adventure, Indie, Simulation",9588,"{'Open World Survival Craft': 11241, 'Survival': 10805, 'Open World': 7768, 'Horror': 7094, 'Crafting': 5816, 'Adventure': 5013, 'Building': 4854, 'Survival Horror': 4349, 'First-Person': 4019, 'Action': 3405, 'Exploration': 3145, 'Sandbox': 2999, 'Atmospheric': 2501, 'Singleplayer': 2387, 'Simulation': 2377, 'Indie': 2116, 'Realistic': 2058, 'Gore': 2030, 'Early Access': 1608, 'Zombies': 1407}",False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242780,Cognition: An Erica Reed Thriller,Phoenix Online Studios,Phoenix Online Publishing,,611,126,"200,000 .. 500,000",471,0,1499,"English, Italian, German","Adventure, Indie",1,"{'Point & Click': 188, 'Adventure': 182, 'Female Protagonist': 180, 'Mystery': 174, 'Story Rich': 170, 'Detective': 166, 'Episodic': 158, 'Indie': 152, 'Supernatural': 150, 'Thriller': 141, 'Crime': 141, 'Kickstarter': 133, 'Great Soundtrack': 127, 'Comic Book': 122, 'Horror': 110, 'Puzzle': 103, 'Singleplayer': 100, 'Touch-Friendly': 95, 'Conspiracy': 90, '2.5D': 79}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242820,140,Carlsen Games,Carlsen Games,,3940,307,"200,000 .. 500,000",77,0,499,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian","Action, Indie",5,"{'Platformer': 199, 'Indie': 166, 'Rhythm': 159, 'Minimalist': 133, 'Music': 116, 'Great Soundtrack': 95, 'Difficult': 79, 'Short': 74, 'Singleplayer': 67, '2D': 66, 'Colorful': 58, 'Action': 56, 'Puzzle': 49, 'Precision Platformer': 23, 'Abstract': 21, 'Puzzle-Platformer': 10, 'Side Scroller': 7, 'Casual': 6}",True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242840,In Verbis Virtus,Indomitus Games,Indomitus Games,,1277,326,"100,000 .. 200,000",285,0,1999,"English, Italian, French, German, Simplified Chinese, Russian, Spanish - Spain, Turkish","Action, Adventure, Indie, RPG",5,"{'Adventure': 109, 'Action': 86, 'Magic': 85, 'Voice Control': 84, 'Indie': 73, 'First-Person': 73, 'Puzzle': 72, 'Fantasy': 57, 'RPG': 44, 'Atmospheric': 36, 'Singleplayer': 32, 'Nudity': 27, 'Horror': 17, 'FPS': 8, 'Mature': 5}",False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242860,Verdun,"M2H, Blackmill Games",M2H,,30035,5021,"1,000,000 .. 2,000,000",631,4,1999,"English, French, Italian, German, Spanish - Spain, Portuguese, Russian, Polish, Portuguese - Brazil, Turkish, Simplified Chinese, Japanese","Action, Indie, Massively Multiplayer, Simulation, Strategy",136,"{'Shooter': 1270, 'Difficult': 1246, 'Co-op': 1168, 'PvP': 1135, 'World War I': 1053, 'First-Person': 1035, 'Action': 1035, 'Strategy': 1028, 'Simulation': 991, 'Gore': 981, 'Wargame': 980, 'Historical': 920, 'Realistic': 906, 'Tactical': 894, 'Multiplayer': 886, 'FPS': 866, 'Singleplayer': 780, 'War': 769, 'Military': 761, 'Horror': 739}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242880,"Sir, You Are Being Hunted",Big Robot Ltd,Big Robot Ltd,,2937,838,"500,000 .. 1,000,000",154,0,1999,English,"Action, Indie",3,"{'Survival': 287, 'Stealth': 275, 'Indie': 209, 'Robots': 203, 'First-Person': 195, 'Procedural Generation': 173, 'Action': 138, 'Singleplayer': 107, 'Open World': 105, 'Steampunk': 99, 'Atmospheric': 97, 'Comedy': 90, 'Horror': 89, 'FPS': 71, 'Multiplayer': 60, 'Kickstarter': 56, 'Exploration': 55, 'Sandbox': 51, 'Adventure': 49, 'Rogue-like': 42}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
242920,Banished,Shining Rock Software LLC,Shining Rock Software LLC,,33678,3675,"2,000,000 .. 5,000,000",2296,1,1999,English,"Indie, Simulation, Strategy",1118,"{'City Builder': 3413, 'Colony Sim': 3343, 'Strategy': 2651, 'Simulation': 2433, 'Survival': 2177, 'Indie': 1485, 'Singleplayer': 1434, 'Sandbox': 1385, 'Medieval': 1263, 'Relaxing': 920, 'Resource Management': 905, 'Economy': 656, 'Building': 637, 'Management': 592, 'Open World': 533, 'Difficult': 487, 'Beautiful': 423, 'Procedural Generation': 389, 'Historical': 318, 'RTS': 280}",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242940,Anachronox,,Square Enix,,341,125,"200,000 .. 500,000",2,0,699,English,RPG,2,"{'RPG': 96, 'Cyberpunk': 63, 'Sci-fi': 58, 'Comedy': 44, 'Classic': 40, 'Turn-Based': 36, 'Singleplayer': 30, 'Funny': 27, 'Third Person': 24, 'Adventure': 20, 'JRPG': 16, 'Story Rich': 15}",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242960,Blood Omen 2: Legacy of Kain,,Square Enix,,544,271,"200,000 .. 500,000",26,0,699,English,Action,5,"{'Action': 67, 'Vampire': 54, 'Dark Fantasy': 37, 'Classic': 30, 'Adventure': 29, 'Third Person': 24, 'Singleplayer': 21, 'Story Rich': 20, 'Fantasy': 19, 'Atmospheric': 17, 'Gothic': 16, 'Violent': 13, 'Stealth': 12, 'Hack and Slash': 8, 'Gore': 7, 'Horror': 7, 'Action-Adventure': 6, 'Steampunk': 6}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,AAA
242980,Daikatana,,Square Enix,,444,381,"200,000 .. 500,000",4,0,699,English,Action,2,"{'Action': 106, 'FPS': 44, 'Shooter': 39, 'First-Person': 38, 'Classic': 27, 'Time Travel': 23, 'Singleplayer': 21, 'Sci-fi': 18, 'Fantasy': 16, 'Multiplayer': 11, 'Cyberpunk': 8, 'Online Co-Op': 6}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
243000,Omikron: The Nomad Soul,Quantic Dream,Square Enix,,327,154,"50,000 .. 100,000",152,0,999,English,RPG,2,"{'RPG': 57, 'Sci-fi': 56, 'Cyberpunk': 41, 'Great Soundtrack': 38, 'Adventure': 31, 'Futuristic': 31, 'Cult Classic': 29, 'Classic': 28, 'Soundtrack': 24, 'Open World': 24, ""1990's"": 17, 'Fighting': 16, 'Story Rich': 14, 'FPS': 13, 'Action': 13, 'Shooter': 12, 'Combat': 12, 'Singleplayer': 12, 'First-Person': 10, 'Third Person': 10}",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
243040,Startopia,"My Little Planet Ltd, Mucky Foot Productions Ltd",My Little Planet Ltd,,746,84,"200,000 .. 500,000",21,0,699,English,Simulation,7,"{'Simulation': 177, 'Management': 159, 'Strategy': 151, 'Funny': 148, 'Base-Building': 144, 'Comedy': 137, 'Sci-fi': 137, 'City Builder': 135, 'Space': 134, 'Colony Sim': 131, 'RTS': 121, 'Singleplayer': 118, 'Real-Time with Pause': 114, 'Sandbox': 113, 'Aliens': 110, 'Multiplayer': 103, 'God Game': 95, 'Local Multiplayer': 93, 'Life Sim': 90, '3D': 88}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
243160,Mushroom 11,Untame,Untame,,512,104,"100,000 .. 200,000",207,0,1499,English,"Action, Adventure, Indie",2,"{'Indie': 59, 'Action': 52, 'Adventure': 52, 'Puzzle': 46, 'Platformer': 41, 'Puzzle-Platformer': 32, 'Physics': 25, 'Experimental': 25, '2D': 22, 'Atmospheric': 21, 'Post-apocalyptic': 18, 'Music': 14, 'Difficult': 9}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
243200,The Dark Eye: Memoria,Daedalic Entertainment,Daedalic Entertainment,,1788,212,"200,000 .. 500,000",208,0,1999,"English, German, Russian","Adventure, Indie",10,"{'Adventure': 117, 'Point & Click': 86, 'Puzzle': 55, 'Story Rich': 53, 'Singleplayer': 52, '2D': 38, 'Classic': 33, 'Retro': 31, 'Fantasy': 29, ""1990's"": 29, 'Indie': 23, 'Atmospheric': 9, 'Hand-drawn': 8, 'Female Protagonist': 6}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
243360,TrackMania² Valley,Nadeo,Ubisoft,,408,98,"100,000 .. 200,000",197,0,1999,"English, German, French, Italian, Spanish - Spain, Simplified Chinese, Russian, Japanese, Portuguese, Polish, Danish, Dutch, Finnish, Norwegian, Swedish, Hungarian, Czech, Romanian, Turkish, Portuguese - Brazil, Korean","Racing, Sports",8,"{'Racing': 96, 'Sports': 53, 'Multiplayer': 37, 'Level Editor': 25, '3D Vision': 20, 'Time Attack': 19, 'Arcade': 18, 'Singleplayer': 9, 'Local Multiplayer': 6, 'Split Screen': 5}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,AAA
243450,Urban Trial Freestyle,Tate Multimedia,Tate Multimedia,,1236,271,"100,000 .. 200,000",72,0,699,"English, French, Italian, German, Spanish - Spain, Polish, Russian","Action, Racing, Simulation, Sports",1,"{'Racing': 65, 'Action': 50, 'Sports': 50, 'Simulation': 42, 'Arcade': 20, 'Singleplayer': 17, 'Bikes': 17, 'Physics': 10}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,AAA
243470,Watch_Dogs,Ubisoft,Ubisoft,,23087,8592,"500,000 .. 1,000,000",1131,0,2999,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Hungarian, Polish, Portuguese - Brazil, Swedish, Finnish, Norwegian, Portuguese","Action, Adventure",206,"{'Open World': 4246, 'Hacking': 3363, 'Action': 3211, 'Multiplayer': 1966, 'Third Person': 1856, 'Adventure': 1504, 'Stealth': 1341, 'Third-Person Shooter': 1255, 'Singleplayer': 1102, 'Atmospheric': 937, 'Shooter': 936, 'Parkour': 800, 'Sandbox': 757, 'Epic': 390, 'Dog': 374, 'Driving': 312, 'Co-op': 219, 'Beautiful': 216, 'Strategy': 197, 'Futuristic': 177}",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
243780,PixelJunk Monsters Ultimate,"Double Eleven, Q-Games Ltd.",Double Eleven,,811,212,"200,000 .. 500,000",245,0,999,"English, French, Italian, German, Spanish - Spain, Japanese",Strategy,23,"{'Tower Defense': 102, 'Strategy': 73, 'Local Co-Op': 33, 'Online Co-Op': 22, 'Co-op': 20, '2D': 17, 'Singleplayer': 14, 'Indie': 13, 'Multiplayer': 8, 'Controller': 8}",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
243800,Gas Guzzlers Extreme,Gamepires,Gamepires,,3035,485,"200,000 .. 500,000",260,0,2499,"English, German, French, Italian, Spanish - Spain, Hungarian, Russian, Polish, Portuguese - Brazil, Turkish","Action, Racing, Sports",5,"{'Combat Racing': 259, 'Vehicular Combat': 223, 'Racing': 216, 'Automobile Sim': 203, 'Action': 115, 'Multiplayer': 85, 'Shooter': 76, 'Sports': 67, 'Co-op': 39, 'Zombies': 36, 'Arena Shooter': 36, 'Singleplayer': 33, 'Destruction': 29, 'Driving': 27, 'Funny': 22, 'Arcade': 17, 'Controller': 16, 'Open World': 14, 'Fast-Paced': 13, 'Casual': 11}",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,AAA
243930,Bound By Flame,Spiders,Focus Home Interactive,,2239,1068,"200,000 .. 500,000",686,0,699,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian, Traditional Chinese, Korean","Action, RPG",5,"{'RPG': 224, 'Action': 158, 'Fantasy': 98, 'Singleplayer': 89, 'Adventure': 80, 'Hack and Slash': 72, 'Third Person': 64, 'Action RPG': 48, 'Dark Fantasy': 40, 'Story Rich': 39, 'Demons': 36, 'Great Soundtrack': 35, 'Atmospheric': 34, 'Difficult': 33, 'Character Customization': 31, 'Female Protagonist': 27, 'Open World': 24, 'Souls-like': 16, 'Choices Matter': 16, 'Magic': 6}",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
243950,Divinity: Dragon Commander,Larian Studios,Larian Studios,,1548,539,"200,000 .. 500,000",395,0,3999,"English, German, French, Russian, Polish","Action, RPG, Strategy",10,"{'Strategy': 169, 'RPG': 150, 'Dragons': 135, 'Fantasy': 105, 'Political': 101, 'Action': 85, 'RTS': 85, 'Singleplayer': 61, 'Steampunk': 58, 'Turn-Based': 52, 'Choices Matter': 36, 'Real-Time with Pause': 29, 'Multiplayer': 24, 'Story Rich': 23, 'Comedy': 20, 'Co-op': 14, 'Great Soundtrack': 11, 'Romance': 10, 'Politics': 8}",False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
243970,"Invisible, Inc.",Klei Entertainment,Klei Entertainment,,4594,411,"500,000 .. 1,000,000",972,0,1999,English,"Action, Indie, Strategy",44,"{'Stealth': 337, 'Turn-Based Strategy': 229, 'Cyberpunk': 212, 'Turn-Based': 175, 'Strategy': 173, 'Rogue-like': 170, 'Indie': 146, 'Procedural Generation': 125, 'Isometric': 121, 'Singleplayer': 115, 'Turn-Based Tactics': 114, 'Tactical': 91, 'Rogue-lite': 74, 'Perma Death': 73, 'Action': 64, 'Difficult': 59, 'Sci-fi': 49, 'Adventure': 36, 'Great Soundtrack': 30, 'Female Protagonist': 24}",False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
244070,Sid Meier’s Ace Patrol,Firaxis Games,2K,,464,223,"200,000 .. 500,000",151,0,499,"English, French, Italian, German, Spanish - Spain","Casual, Strategy",7,"{'Strategy': 82, 'Casual': 59, 'Turn-Based': 57, 'Turn-Based Strategy': 45, 'World War I': 41, 'Historical': 20, 'Singleplayer': 17, 'Touch-Friendly': 7}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
244090,Sid Meier’s Ace Patrol: Pacific Skies,Firaxis Games,2K,,232,143,"200,000 .. 500,000",172,0,499,"English, French, Italian, German, Spanish - Spain","Casual, Strategy",4,"{'Strategy': 66, 'Casual': 48, 'Turn-Based': 36, 'Turn-Based Strategy': 24, 'World War II': 18, 'Singleplayer': 9, 'Historical': 7}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
244160,Homeworld Remastered Collection,Gearbox Software,Gearbox Publishing,,9037,1193,"1,000,000 .. 2,000,000",730,128,3499,"English, French, Italian, German, Spanish - Spain, Russian","Simulation, Strategy",290,"{'Space': 587, 'Strategy': 487, 'RTS': 444, 'Sci-fi': 375, 'Classic': 311, 'Great Soundtrack': 271, 'Story Rich': 244, 'Atmospheric': 202, 'Remake': 200, 'Multiplayer': 198, 'Simulation': 161, 'Tactical': 146, 'Singleplayer': 108, 'Moddable': 94, 'Epic': 54, 'Action': 38, 'Adventure': 32, '4X': 31, 'Female Protagonist': 31, 'Futuristic': 24}",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
